Unnamed: 0.1,Unnamed: 0,Translated_Review,Rating,Sentimiento_VADER,Sentimiento,SENTIMIENTO_CALCULADO
9840,9840,"Elija un gran hotel de 5 estrellas reabierto a mediados de 2005, remodelado, no odio el hotel, ciertamente no recomiendo docenas de pequeñas cosas que no salieron del todo bien, comience a mencionar que asistió a una función, el hotel no probó bares/restaurantes/otras instalaciones, opinión Solo habitación. Mi habitación es de tamaño razonable, definitivamente no es grande, está equipada, está limpia, es nueva, es contemporánea, tiene vidrio y acero, no es algo que a la gente le guste el estilo, las ventanas del piso 41 dan directamente al edificio Citigroup. Me quejo del tamaño del baño, pequeño, baño con ducha en la habitación antes de la remodelación, ducha separada instalada baño adicional que resulta en un baño estrecho, tocador ridículamente pequeño, habitación pequeña, artículos de tocador, secador de pelo, armario, portaequipajes, pasillo, habitación para buscar lugares oscuros, tomas de corriente de ejemplo, camisas planchadas con té, baño enano y tomas de corriente no convenientes, llamado más tarde, el operador se lo dijo amablemente, almohadas absolutamente horribles, almohadas exigentes Realmente espantoso, habiendo dicho el menú de almohadas, prefiero no tener problemas para obtener almohadas decentes, prefiero camas dobles genuinas juntas. El teléfono junto a la cama es una tontería. espejos largos examinan la apariencia salir de la habitación habitación, muebles oscureciendo la mitad de la habitación importante recepción terrible del teléfono móvil obligando a hacer llamadas telefónicas teléfono del hotel llamadas cortas esperadas cuestan 50 persianas muy largas abrir cerrar mantener presionado el tiempo del botón, molesto. Mi solicitud de salida tardía concedida no registrada habitación interrumpida dos veces limpieza Me pregunto si me voy. Mi oficina autorizó la tarjeta de crédito. El motivo de la estancia se aplicó. Noche de alojamiento, odio que la facturación no esté bien. No ayudó un poco en los momentos de molestia. Los excelentes hoteles de 5 estrellas de Sydney prueban diferentes momentos,",3,NEGATIVO,NEGATIVO,NEGATIVO
9844,9844,"Elija un hotel de aeropuerto, un viaje ocupado por Australia, el lugar donde llegó la recepcionista más grosera, los pasillos, la habitación parecía un sitio de bomba, sin decoración media de la sala de advertencia. Servicio de habitaciones muy caro, sin minibar, precios disparatados de lavandería. se cayó el terminal equivocado,",1,NEGATIVO,NEUTRAL,NEGATIVO
9856,9856,"oficialmente 5 estrellas precios 4 estrellas habitaciones estándar 2 estrellas esperando quedarme visitando bbs oz decepcionado. las habitaciones anticuadas sucias tecnología tv, mala no buena oferta como lo hizo la ubicación perfecta desde el día de partida ferries, cerca,",1,POSITIVO,NEUTRAL,NEGATIVO
9857,9857,"personal de recepción antipático decepción marriott sydney habour circular quay, habitaciones equivocadas no listas reservadas pagadas con 8 meses de antelación, habitaciones reservadas yerno no habitación habitaciones reservadas esperando teléfono importante, regla amable, personal grosero snob no le importa la incomodidad, habitaciones no había mejor refrigerador que no estuviera frío, comprar hielo, pagar la entrega, la ubicación estaba bien, ciertamente no valía la pena el precio, el trato terrible, los empleados, las habitaciones mediocres, emma,",1,NEGATIVO,NEGATIVO,NEGATIVO
9865,9865,"experiencia horrible: regaló una habitación prepaga, la habitación no está lista, habitación ejecutiva prepaga con vista al piso ejecutivo, no había habitación para 4 adultos, suite pequeña con cama King, 2 camas plegables, habitación estrecha y llena, simplemente regaló habitación, mucha basura, sabía que el prepago estaba reservado 3 meses habitación, prepago, no descuento, habitación de grado inferior, están muy ocupados y ocupados brindan un servicio de calidad, muy lejos de casa con esta cadena de hoteles de calidad de pensamiento anterior, nunca confíe en los requisitos de pago por adelantado de Marriott Hotels.com apesta, se sugieren muchas estadías en el área de hoteles,",1,NEGATIVO,NEGATIVO,NEGATIVO
9871,9871,"ubicación ubicación ubicación esperada hotel agradable personal informado y amable, vistas impresionantes puente de la ópera actividad de navegación, ubicación realmente vale la pena el precio, vistas aparte centros fáciles de caminar transbordadores autobuses trenes urbanos, el auto cuesta mucho dinero parque frustración infinita al conducir una ciudad importante, realmente no es necesario , rocas cercanas al área de moda, quiero un paseo un poco sereno cerca de los jardines botánicos, solo cruceros en ferry. Esta operación base recorrió el área, me alojé en Marriott 3 veces, increíble para guardar las maletas, el viaje más corto no necesitó equipaje adicional atascado, el personal es servicial, conocedor y receptivo. 3 habitaciones permanecieron defectuosas, la alfombra mojada cerca del refrigerador, los ingenieros de las instalaciones corrieron confirmaron la sospecha, el refrigerador inicia el ciclo de descongelación. El hielo acumulado se derrite en el piso del gabinete del refrigerador, la habitación usó toallas de mano para empapar la humedad. Recuerde evitar el lugar para caminar, el ingeniero notó que el personal ejecuta intencionalmente el ciclo de descongelación. Finaliza la estadía de los huéspedes. Los refrigeradores miran. buena supuesta toalla atrapa la humedad, realmente bastante irritante, no entiendo hablar llamado escritorio. Tenemos un problema con la estadía, dada la solicitud de la habitación para fumadores basada en la reserva, se mudó a la habitación para no fumadores, un poco más pequeña, no del todo impresionante, la vista, el personal de recepción dijo que el desayuno estaba incluido, confirmando la reserva, cobró por error el desayuno, fue necesario hablar. gerente reducir reflejar concesión correcta eliminación de habitaciones más pequeñas cargos por desayuno, molesto fijo. Ubicación general personal agradable compensó molestias, estadía,",4,NEGATIVO,NEGATIVO,NEGATIVO
9874,9874,"reservar hotel no puedo más. Gran decepción, buena ubicación. Mi marido viaja bastante extensamente, sinceramente, un hotel de 5 estrellas creo que son mejores hoteles, la habitación es normal, el vestíbulo del hotel parecía algo vulgar. El personal en general era inútil, realmente no estaba interesado, cambiar de habitación, baño sucio, ruidoso. zumbido de ventilación de aire acondicionado sonido ruidoso constante agua corriendo pared, justicia ofrecida habitación diferente tarde en la noche optó por la mañana. Habitaciones cambiadas ruidoso ventilador de aire acondicionado sorpresa sorpresa puerta del armario no cerrada significaba que la luz no giraba, parrilla la puerta del baño perdía seguía cayendo fuerte golpe cada vez que se abría la puerta cerrada. Técnico de servicio vino ventilador fijo puerta del armario algo arreglado parrilla arreglada, 2 días ya no me molesté, el hotel realmente necesita habitaciones mejor calificadas mejor servicio personal más amable hotel de 3 estrellas de ninguna manera el hotel merece una calificación de 5 estrellas,",1,NEGATIVO,NEGATIVO,NEGATIVO
9879,9879,"Disfruté de mi estadía, mi familia se quedó en Sydney, llegada al aeropuerto de San Francisco, Estados Unidos, gratamente sorprendida, habitación disponible, check-in temprano, esperando que me ofrecieran una habitación con llegada temprana, habitación doble pequeña, limpia y cómoda, vista al puente de la ciudad, especialmente agradable por la noche, desayuno en el salón del club ejecutivo, acceso al salón proporcionado, mi esposo tiene estatus Gold en Marriott, el desayuno consistió en huevos revueltos, salchichas, tocino, tostadas, fruta, cereales, pasteles, postres agradables por la noche, no aproveché el menú del servicio de habitaciones, un poco caro, planeé usar el gimnasio y elegí a Lazy Girl en su lugar, mi esposo, sobrina y sobrino disfrutaron jugando al billar y al jacuzzi. Nuestra segunda estadía en Marriott antes de regresar a casa fue igualmente cómoda, regreso a Sydney, el personal es amable, me hicieron sentir como campistas felices.",4,NEGATIVO,NEGATIVO,NEGATIVO
9894,9894,"No llegué a la romántica noche de hotel boutique, las habitaciones de hotel cansado como celdas de prisión, la habitación desnuda cama vieja manta de aspecto, se sentía frío muy decepcionante teniendo en cuenta el precio, el hombre de recepción habló dijo habitaciones web visto fotos, pagué el precio de la noche, pagué 2 llamadas telefónicas habitación fabulosa esquina hotel storrier, grosero no intenta rectificar la situación, quedarse ni recomendar quedarse,",1,NEGATIVO,NEUTRAL,NEGATIVO
9896,9896,"el personal fantástico se quedó en Kirkton 2 días llegó a Sydney ubicación diversa supongo lugareños turistas 15 minutos a pie ubicación de la ópera no es la mejor belleza taxis bastante vibrantes, las habitaciones son bastante geniales exactamente dice boutique de hojalata duchas económicas baños fabulosos excelentes habitaciones sugieren estándar ejecutivo pequeña, no luminosa, ventanas pequeñas se hospedaron en la habitación 333 grande, limpio, definitivamente funcionó, estadía corta, sin lujos, realmente buen precio, personal simplemente fantástico, amable, servicial, la mejor habitación, quiero una base barata, buena ubicación, ciudad, definitivamente recomiendo kirkton, gracias al personal, genial,",4,NEGATIVO,NEGATIVO,NEGATIVO
9910,9910,"ubicación ubicación ubicación recorrido por Sídney 5 días, hotel excelente ubicación que los críticos mencionaron, hotel estrella ubicación del hotel obtiene la cuarta estrella, habitaciones viejas pequeñas, deseo solicitar una cama king, habitación doble, camas de tiempo, habitación horrible 405, ascensor pequeño y mohoso a la derecha, hace un poco de escándalo, habitación terrible , se mudó 225 228 No recuerdo la nueva habitación, espaciosa televisión de pantalla plana, figura, recomiendo el hotel, necesito fácilmente tren, autobús, taxi, ferry a pie,",4,NEGATIVO,NEGATIVO,NEGATIVO
9933,9933,"Gran habitación, mal servicio, ruido. Llegué temprano la mañana, vuelo largo. Me encantó la habitación. Es encantadora, espaciosa, excelente diseño, me fui a la cama, así que el ruido se sentía como una cama parada en medio de la barra ocupada, los vecinos seguían golpeando las puertas ruidosas, creo que esto duró 2 mañanas, el desayuno servido por la mañana en la barra huele a alcohol, no. el mejor olor al despertar, la noche experimentó un fuerte ruido de música en el bar, cuando ordenamos despertarnos, nos despertamos media hora tarde, pedimos que llegara el taxi, no conocíamos la habitación, por lo que no llamaron, enviaron el taxi, no regresaron al hotel,",1,NEGATIVO,NEUTRAL,NEGATIVO
9939,9939,"estancia estupenda, hotel fantástico, los puntos de la estancia reciente trajeron buenos recuerdos estancia corta Sheraton Mirage Port Douglas hace 15 años la familia disfrutó de la hospitalidad del hotel el mejor viaje reciente Sydney contactó puntos experiencia terrible Saville Bond St inmediatamente acomodado suite urbana tarifa comparable Saville ofreció habitación con vistas al puerto, encantador operador de reservas inscribirse concienzudamente en el programa de huésped preferido de Starwood el pedido acumula puntos de fidelidad. Al día siguiente llegaron los puntos solo a las 12:00 p. m. recibió al conserje amable y educado portero, el conserje tomó las maletas de inmediato y aseguró que las maletas se enviaron a la habitación, se registraron las maletas, se tomaron las maletas rápidamente a la habitación. realmente listo, capaz de organizarse, vista de la ciudad, buen nivel de ruido bastante bajo, especialmente por la noche. La estadía nocturna es cómoda, gimnasio equipado las 24 horas, hotel accesible, servicio excelente, calidad de la habitación excepcional a pesar de que la habitación es un poco pequeña. El personal atento garantizó la comodidad de los huéspedes, sin duda viaje de regreso. Sídney,",4,NEGATIVO,NEGATIVO,NEGATIVO
9944,9944,"Excelente ubicación, lo mejor, la ubicación del hotel, a solo unos pasos de Darling Harbour. Llegué temprano en la mañana, habitación en el Reino Unido lista a las 9 am. La habitación es bastante estándar, no un poco anticuada, habitación para no fumadores, habitación para fumadores, esto sucede en muchos hoteles, días, cortinas con un olor horrible. minutos a pie del hotel cuesta abajo. Excelente lugar, estadía, buen precio, perfecto puerto querido,",4,NEGATIVO,NEGATIVO,NEGATIVO
9963,9963,"habitaciones cansadas mal servicio remodelación ruidosa nuevo esposo se hospedó en el hotel recientemente en luna de miel, se hospedó en un total de 8 propiedades viaje de 3 semanas a Australia obteniendo una crítica negativa. En primer lugar, puntos positivos: ubicación fantástica, no mejor, vistas impresionantes, puente de la ópera, conserje, amable y servicial, un tipo que trajo maletas, encantador, capaz de recomendar buenos restaurantes. , yo, eso es todo. La habitación estaba desgastada, los muebles estaban un poco limpios, simplemente no tenía un acabado de alta calidad, esperaba la reputación de una cadena hotelera, simplemente no es una opinión de calidad 4 *, algo realmente irritante. Falta espejo, tocador / escritorio, la aplicación de espejo hace que el baño sea como un espejo para sentarse. tiempo de preparación, supongo que la habitación no fue pagada, no fue un problema, simplemente sentí que no tenía una buena relación calidad-precio, creo que no ayudó. Me quedé en el hotel Shangri La de Hong Kong, no hay habitaciones impresionantes. Absolutamente me dio un trato especial. La principal queja del hotel definitivamente fue remodelación de las habitaciones en el piso, el día llegó, intento de vuelos cansados. siesta antes de la cena 4:30 p.m. perforación fuerte, llamé a recepción explicó dijo que el trabajo iba a terminar 5:00 p.m., preguntó continuar quedarse dijo horas 9:00 a.m. 5:00 p.m., no muy contento no avisó remodelación reservado decidió dejar descansar pensé que probablemente solo estaba de mal humor vuelo largo falta de sueño, timbre de la mañana trabajo de recepción claramente comenzó a las 8 a. m., bastante engañado, dijo muy preocupado, no se suponía que comenzara a las 9 a. m., nadie vino a la etapa de relanzamiento, nadie estaba interesado, la mañana salió, la perforación comenzó a las 7:30 a. m., no hubo ruido molesto, falta total de servicio, seguí la queja. El hotel necesita una actualización. Estancia. Otra cosa un poco molesta. Dos veces llegó el servicio de turnos a las 6.30 p. m. mientras se preparaba para la noche, seguramente la gente era hora de ducharse.",1,NEGATIVO,NEUTRAL,NEGATIVO
9980,9980,"hotel cansado cerca del centro de convenciones puerto querido como el hotel de los empacadores, vestíbulo de entrada, pasillos obsoletos, oscuro y lúgubre, habitaciones de hotel con un precio reducido, habitación ruidosa, bar, refrigerador, bar, refrigerador, 3 pequeños recipientes de leche de larga duración, la noche se volvió para dormir, la habitación del hotel olía a cigarrillos, pidió no- habitación para fumadores. No te quedes con el desayuno más barato, mejores restaurantes frente al mar, precio consultado, escucha la salida de la habitación, obteniendo una tarifa más barata, definitivamente no te molestes en quedarte de nuevo. Este hotel necesita una gran renovación de inmediato.",1,NEGATIVO,NEUTRAL,NEGATIVO
9983,9983,"malos servicios no sonríen no confío en nadie viajo frecuentemente peores experiencias hoteles primero no hice la reserva comprobar sitio web reservado, anuncio recepción significado recibir mejor sonrisa días agradables ibis hecho umpleseant discutir recepción gerente dijo no fue comprobar lista finalmente curso no recibí disculpas que después vi no es habitual almacenamiento de equipaje comprobar vuelo tarde listo equipaje agujero día pagar pequeño locker mochilero, gran empresa hotelera, habitación mochilero amueblado sin foto sin mesa sin nada creer sólo paredes blancas cama. pero peor experiencia comprobar, ibis gran negocio 50 tarjeta de crédito depósito 2 días comprobar caso de seguridad robaron cama no hay nada habitación curso escribió queja mes no responde ibis. última vez curso ibis,",1,NEGATIVO,NEUTRAL,NEGATIVO
9985,9985,"comprobé el hotel tarde en la noche antes salí inmediatamente 165 bonita habitación de hotel normalmente no, yha albergue juvenil habitaciones mejores y más grandes se quedaron anteriormente en novatel, no hay instalaciones quieren acceso a Internet cuesta 50 centavos por minuto, caminar 5 minutos consultar el correo electrónico supermercado 1,50 15 minutos, la gente de recepción simplemente no está interesada consultar los hoteles a las 10 a.m. Ofrecemos fines de semana a las 12 del mediodía, quería quedarse 2 horas más por la mañana y cuesta 20.",1,NEGATIVO,NEUTRAL,NEGATIVO
9991,9991,"personal grosero y desorganizado llegó vuelo largo esposo niño de 3 años, recepcionista inicial problemas agradables comprobados orden número de habitación recibo de reserva impreso escritorio, acomodándose descansando 2 horas recibido shock vidas probado apartamento con puertas abiertas falló escritorio recibido, gerente tipo gaviota pregunta habitación habitación significaba reservada dijo antes personal revisado nuevo, viejo nuevo personal no trata a los huéspedes no se disculpa por el error, recomienda el lugar,",1,NEGATIVO,NEUTRAL,NEGATIVO
9992,9992,"coloque un desgarro a sangre fría, pagó noches de apartamento de 4,5 estrellas 3/7/2008 visitante en el extranjero el alojamiento se veía bien privacidad, hermosas fotos sitios de habitaciones, se abrió con shock dormitorio feo y ruinoso con capacidad para 4 apartamentos arreglos privados para dormir. nadie decencia informar rebaja disculparse, el escritorio insiste en alojamiento no pagué hasta el momento imágenes de material publicitario, pensé que no me di cuenta. El lugar es demasiado caro, viejo basurero, sin mantenimiento, desmoronándose, horno grasiento, lo peor es que se portó como un loco, insiste en que le paguen, no creo que esté sucediendo en Australia.",1,NEGATIVO,NEUTRAL,NEGATIVO
9994,9994,"buena ubicación, oaks buena ubicación, 5 minutos a pie parada de metro autobuses más cercanos, buen precio, australia caro, desafortunadamente atrae hotel, habitación pequeña cansada, hotel ha visto días mejores parece renovado, aire acondicionado habitación murió abordado, le dijeron a la gente de mantenimiento que no trabaja los fines de semana, oferta de cambio de habitaciones rechazada en base a críticas anteriores, no quería atascado peor habitación, instalaciones de lavandería buen escritorio no cabían 2 monedas de cambio máquinas, esquina tienda de vinos local cambio necesario, vista al techo bonita piscina spa bastante agradable, oaks no está mal hotel solo necesita mejoras cosméticas mejor escritorio, lugar colapso dormir largos días turista, quedarse sydney pasar tiempo habitación de hotel durmiendo realmente falta ciudad fantástica,",2,NEGATIVO,NEGATIVO,NEGATIVO
9998,9998,"Asqueroso basurero demonio desgracia reservado Oaks 3 noches conferencia de Sydney, el vestíbulo olía terriblemente a humo de cigarrillo nada comparado con la habitación, el baño agrietado mugre negra grietas profundamente incrustadas, los grifos de la ducha se cayeron las manos la ducha de agua volvió a entrar al baño el flujo del desagüe del piso asqueroso decir, la colcha de la cama, las mantas sucias obviamente no tiempo de lavado, servicios de bar restaurante anunciados, sitio web no disponible, estancia decepcionante en general, no repetida, amigos viajeros recomendados,",1,NEGATIVO,POSITIVO,NEGATIVO
10011,10011,"buena ubicación lamentable internet swissotel center sydney cbd gran hotel quiero el corazón de la ciudad cerca de compras transporte, habitaciones bonitas baños grandes, problema con el proveedor de servicios maginet, número de ocasiones en las que me quedé en el hotel internet lento no funciona, numerosas llamadas el proveedor india no sabe, solucionar el problema identificar que el servidor dhcp no responde, no tengo idea de hablar, el viajero de negocios necesita acceso a Internet para sobrevivir, buscar un servicio confiable en la ciudad del hotel,",2,NEGATIVO,NEGATIVO,NEGATIVO
10037,10037,"Evite el país reservado vacaciones familiares de Semana Santa de cuatro días, visite la visita turística real de Pascua... lo más decepcionante, hotel lleno, habitación pequeña, sucia, necesaria capa, pintura, buen exfoliante, chinches, duchas frías por la mañana, 2 contenedores de pared, gel de ducha, sin jabón, champú, desayuno de cortesía, asientos corridos, comida por la mañana , se hospedó anteriormente, disfrutó de los clientes habituales, pensó que el patrocinio era recompensado, era preferible acampar, era más barato, el hotel encontró chinches en la cama, viajó mucho por Australia al extranjero, se quejó al dejar a la gerencia sin empatía, el período de Pascua ocupado no tiene excusa,",1,NEGATIVO,POSITIVO,NEGATIVO
10038,10038,"excelente ubicación relación calidad-precio intenté reservar alojamiento 2 noches estancia en Sydney rápidamente cbd pagando 300 aud noche, no me quedo luna de miel planeando un día de turismo solo quiero quiero limpio viaje base conveniente 125 noches, se esperaba nok cumplió con las recomendaciones que los viajeros mencionaron en Trip Advisor, escritorio extremadamente servicial, llegó 7 am, la habitación no estaba lista, se hizo cargo del equipaje, se ofreció teléfono, habitación disponible, dio consejos para explorar lugares interesantes cerca del hotel. Nuestra habitación, estudio, suite parecía la calle, preparada, solo mantuvimos las cortinas cerradas por la noche, cocina excelente, paño de cocina incluido, líquido para lavar platos, platos para estufa, suministros para café y té. limpio, capaz de desayunar por la mañana, comida cocinada, el equipo de la noche funcionó bien. Mire, no coma la habitación del kit de desayuno a menos que quiera cargar 9 mini cajas de copos de maíz, me alegro de verificar la recepción primero. Las alfombras negativas, bastante manchadas, el baño sucio se veía un poco sucio, no se puede colocar 5 5. supermercado cerca de la estación Wynyard, bastante difícil preguntar en recepción. El transporte al aeropuerto no se deja engañar, aparentemente rentable 12 transporte al aeropuerto, sí, llegó el momento de ir a las casas a recoger personas, hoteles, CDB, ir al aeropuerto, 1 hora y 15 minutos, pasar 15 minutos a pie en el tren de la estación Wynyard. resumen gran hotel pequeño, base perfecta para turistas en Sydney, a 10 minutos a pie del puente Pitt Street Darling Harbour, necesidades básicas, personal servicial, vecindario seguro, no finge, no viene, escapada romántica, lugar funcional básico, excelente relación calidad-precio,",4,NEGATIVO,NEGATIVO,NEGATIVO
10040,10040,"para evitar costos, me quedé una semana en octubre de 2008 durante un viaje de negocios, reservé la ubicación del hotel seleccionada según el sitio web de Asia, reservé una costosa habitación en el jardín con acceso a Internet incluido específicamente. Solicité el check-in temprano y llegué a las 8:30 a. m., vuelo nocturno, al llegar no había habitaciones disponibles, me dijeron que no disponible por la tarde, se ofrece uso cambio de piscina cerrado con llave abierto no hay toallas disponibles, se solicita check-in más tarde pagar estadía, se reserva tarifa flexible sin fechas determinadas tarifa de pago anticipado sin descuento, pago anticipado consultado dicho no reembolsable, pago rechazado chica de check-in dijo política del hotel los huéspedes pagan por adelantado, no por la habitación, le preguntaron al gerente, tardó 20 minutos en aparecer, repitió la política del hotel, mostró los términos de reserva de la reserva de Accor, dijo que el hotel pertenecía a una compañía diferente, términos diferentes al grupo Accor, novotel, Accor, no Novotel, finalmente el argumento ofreció pagar por adelantado el pago del saldo de la noche. la sala del jardín está bien dentro de la vista maravillosa intersección de tráfico fuera del hotel, un par de árboles calle pared alta escritorio consultado reclamado jardín chino, desayuno desastroso, problema del día, el personal no pudo hacer frente al número de invitados, días de cola 10 20 personas esperando sentadas normalmente de 15 a 20 minutos a pesar mesas de mayoría, la persona que maneja la facturación de pagos simplemente no tiene asientos, los invitados se enojan y se quejan. Los problemas variaron sin tazas, sin agua caliente, sin café, sin platos, sin jugo, sin cubiertos, sin leche, sin fruta, 25 desayunos, espere un mejor servicio, Internet inalámbrico incluido en la habitación tarifa tremendamente lenta, dejó de funcionar Estancia del cuarto día, a pesar de las garantías, el escritorio se arregló pronto por la tarde mañana no funciona. Revisado 7 noches, a pesar de las quejas diarias, solicitud de respuesta, reducción del cheque, tarifa de la habitación, compensación por acceso a Internet, tarifa de la habitación sin reembolso, habitación estándar reservada, costo de acceso a Internet, 30 días en general, no. Se espera que el estándar use la cadena Novotel con regularidad, el personal de recepción es inflexible y poco servicial, las quejas se desestiman y no se resuelven, los gerentes de turno, el personal del desayuno realmente intentó ayudar, no, la queja escrita sobre el hotel elegido no responde, saca conclusiones que el hotel cree que son clientes,",1,NEGATIVO,NEGATIVO,NEGATIVO
10054,10054,"La presión del agua es terrible, la noche que me quedé no llega, la presión del agua en el piso de la habitación es terrible, el goteo es un poco mejor, la manguera de jardín funciona mejor, la ducha es de 2 a 3 minutos y el agua caliente es decente. En una nota positiva, el hotel tiene excelentes persianas bloqueables, el esposo durmió hasta las 9: 30 am, pura felicidad,",2,NEGATIVO,NEGATIVO,NEGATIVO
10068,10068,"Ubicación perfecta Me alojé en marzo de 2007 Semana Sé que la reseña fue un poco lenta, Ubicación Base perfecta para explorar Sydney Excelentes vistas sin importar la estadía en el bloque de apartamentos, Alojamiento impecable Espacioso Necesidad, Personal infinitamente servicial Nada, Definitivamente, estadía en el viaje a Sydney llegó a la puerta,",4,POSITIVO,NEGATIVO,NEGATIVO
10078,10078,"Revisión decepcionante del sitio web de la compañía Las fotos hicieron creer que un equipo de 5 estrellas, habiendo estado en Quay West Sydney durante una semana, dormitorio, apartamento con vista al puerto, es una realidad lejana, a pesar de numerosos comentarios positivos, Trip Advisor sorprendió a la mala experiencia del apartamento con servicio, aspectos positivos de la vista del puerto, excelentes puntos de proximidad, rocas cercanas, muelle circular, aspectos negativos, conserje extremadamente pobre. servicio momentos no útiles limpieza grosera falta de atención tiempos de limpieza baños, muebles básicos viejos no calidad estándar del hotel manchas sofás cojines decoración de la habitación mediocre manchas básicas en el baño ducha toallas viejas rotas mal aire acondicionado caliente frío caro costo de 5 estrellas establecimiento de 3 estrellas vista operación a pequeña escala pedido liquidar estadía verificar fecha indica resumen de operación de bajo nivel simplemente mirar ver conveniencia no me importa ok lugar base vacaciones en Sydney, viajé poco usado hotel estándar altos niveles de servicio decepcionado, futuro asegúrese de quedarse con nombres conocidos ciertamente no se quedará,",2,NEGATIVO,NEGATIVO,NEGATIVO
10082,10082,"hotel horrible, de ninguna manera un hotel de 4,5 estrellas como 1 estrella, habitaciones grandes, paredes sucias, iluminación horrible, personal ruidoso y desinformado, no quiero quedarme en el hotel Radisson,",1,NEGATIVO,NEGATIVO,NEGATIVO
10088,10088,"Bueno, malo, feo, estadía nocturna, visita rápida, quería hotel, buena ubicación, Radisson ubicado en el centro. Llegamos temprano a las 8.15 am, solo esperábamos dejar las habitaciones de equipaje listas, obtuve la llave de la habitación de inmediato, verifique que el personal sea amable y agradable. Ninguna vista de las habitaciones realmente no molestó en una estadía corta. La habitación para no fumadores, ángulo del piso, muebles pequeños, de formas extrañas, moderno, impecable, todo en orden, baño de excelente tamaño, ducha separada, baño grande, le gustó un espejo grande, pared limpia, buena selección de artículos de tocador, número promedio de toallas, bonificación, ventana grande y luminosa. .que bueno, malo, realmente horrible, el desayuno, no la selección, la selección del hotel, el temido buffet, de baja calidad, las salchichas sabían a aserrín, los alimentos en pie bastante tiempo, no los panecillos de yogur, la mala mejilla cobra café expreso extra. pared ventana habitación sin cortinas persiana romana blanca tiempo mantenido habitación ligera como habitación oscura no hay posibilidad hotel buena ubicación personal agradable y educado información útil habitaciones equipadas buenos baños deja mal b/rápido no, hay muchos lugares para comer,",4,NEGATIVO,NEGATIVO,NEGATIVO
10110,10110,"mal servicio reservado suite ejecutiva viaje reciente sydney bastante contento servicio de habitación visitado año, desafortunadamente la estadía reciente contradijo la experiencia del hotel año, sala de espera 2:20 pm check-in 2 pm problema cortador de llaves finalmente conseguí habitación un poco húmeda habitación hedionda, fui directo al balcón aire acondicionado intenté abrir puertas delgadas atascadas no abre, vista de hecho pared de ladrillo edificio medio demolido, a pesar de la creciente molestia giré la televisión LCD ver noticias pensando que cnn bloomberg indicó el sitio acceso sky fox sport, específicamente devolvió el acceso al hotel abriendo ventana / puerta canales de televisión de negocios por supuesto no contento, contacté con el conserje de recepción envió cheque puerta gran dificultad tratando de abrir puertas del balcón, logró decir técnica de apertura, no estoy seguro de mantenimiento no contacté con el conserje, acorté la historia finalmente corté la noche de estancia saville en lugar de 3 hecho puro no me quedé servicio de hotel alojamiento ciertamente 4.5 estrellas estándar afirma televisión LCD no, recepción de salida no se molestó en preguntar infeliz mudanza hotel, pensé bastante perturbador, tarifa de habitación disponible saville puntos de estancia sheraton ligeramente caro vale la pena tratar como huésped real. m, navera,",1,NEGATIVO,POSITIVO,NEGATIVO
10132,10132,"bonita habitación, no buen servicio, habitaciones, hotel, bonito hotel boutique, beneficio de hospedarse en el hotel, centro de la ciudad, sin problemas, la luna de miel tiene una sensación distinta, hotel, gente de negocios, vacacionistas, el servicio de conserjería no es servicial, no es un minucioso, no sabe exactamente el itinerario que quiere, quiere, el personal del hotel, sin ayuda, eligió quedarse en el hotel temporadas leer temporadas por debajo de Sydney, no lo creo, las habitaciones no son agradables, el servicio es increíblemente mejor, lo extraño es que los cargos del Sheraton usan el gimnasio, el servicio del desayuno del hotel es simplemente horrible, no actúa como café, definitivamente no recomiendo las vacaciones de la gente del hotel.",3,NEGATIVO,NEGATIVO,NEGATIVO
10133,10133,"El robo del hotel recibió una recomendación. Me alojé en el hotel en febrero. El hotel se veía bien, me alojé en hoteles de 5 estrellas, en el mundo, 4 estrellas. Habitaciones, sábanas sucias, muchos agujeros, mordidos, huidas, los teléfonos seguían sonando, nadie llamó, la criada llamó Se busca servicio de limpieza, señal de no molestar, amable hotel, albergue para estudiantes, probablemente mejor esto. Mi habitación rota, días rotos, Lv diario robado, pensé que era seguro, robé el reloj, la maleta en efectivo, el día no cerró la caja y me quedé 7 días, pensé que era seguro en un hotel de 5 estrellas. Una chaqueta de caballero me robó la habitación, digo que el hotel no ofreció disculpas, pensé en enviar la carta prometida, abril no recibió nada, espero la gerencia leyó la publicación y envió una carta. Infórmele que fue investigado. No fui amable con el personal ni hablé. Servicio de 5 estrellas. El mejor hotel. El mejor Sydney. Dice que mejoró el hotel.",1,NEGATIVO,NEUTRAL,NEGATIVO
